TOTALLOAD,WIND,SOLAR
38655.836,0.40693197,0.12039378
40257.168,0.32656366,0.31740612
41170.32,0.281766,0.37274563
42423.844,0.3098924,0.38691363
43686.477,0.25370595,0.5090812
44592.227,0.23151301,0.5354823
45991.383,0.23582669,0.48072723
46880.277,0.22292587,0.46333307
46961.703,0.18803434,0.4368443
47129.277,0.23246744,0.25507563
47321.508,0.21153325,0.0
47403.684,0.22163378,0.0
46316.867,0.27654353,0.0
45297.61,0.3526984,0.0
43501.562,0.44026646,0.0
41844.58,0.50920516,0.0
39731.438,0.5171519,0.0
35751.266,0.3427795,0.0
35686.914,0.3369126,0.0
35511.574,0.3221218,0.0
35627.234,0.2950163,0.0
35778.613,0.27236146,0.0
37438.168,0.2774662,0.0
39242.33,0.26824662,0.0
40981.375,0.2092426,0.0
42906.516,0.19977786,0.0
44106.055,0.18817215,0.025280517
44543.984,0.17055474,0.1377146
45236.977,0.21198511,0.25800627
46846.92,0.3203152,0.21299352
47248.52,0.31062743,0.2779312
46905.93,0.30682668,0.30121687
46085.83,0.13446124,0.43525386
46528.72,0.14891669,0.31406963
48655.35,0.161511,0.020809513
48973.32,0.13261597,0.0
47924.457,0.09829787,0.0
46821.543,0.099803425,0.0
45057.473,0.10854337,0.0
42227.574,0.08280868,0.0
39541.633,0.07887846,0.0
38283.098,0.19164488,0.0
37903.984,0.16503982,0.0
37141.44,0.14942761,0.0
37338.824,0.13624334,0.0
40203.17,0.15006791,0.0
43954.355,0.17179891,0.0
47971.94,0.17838493,0.0
47602.582,0.20218927,0.0
46185.69,0.14238021,0.38595742
44728.473,0.07024728,0.7617091
42549.92,0.06867793,0.87125313
42091.48,0.09527834,0.85159445
41685.67,0.09163198,0.8712231
40980.406,0.11415348,0.86613345
39934.6,0.12894146,0.88906205
39640.223,0.17207177,0.8565841
39593.6,0.1777331,0.8092377
41273.543,0.2911575,0.5260825
42117.57,0.42395335,0.0
43355.43,0.4540667,0.0
42404.246,0.6521221,0.0
40975.695,0.7203945,0.0
37723.023,0.7007008,0.0
35633.195,0.7538528,0.0
49851.1,0.09455969,0.0
48268.504,0.06651948,0.0
46801.02,0.05289688,0.0
45968.5,0.04083519,0.0
45554.625,0.033586092,0.0
45389.34,0.026524588,0.0
46126.055,0.025786577,0.0
48490.22,0.023758164,0.14376129
51462.98,0.022979613,0.35182208
55656.184,0.021842418,0.49800843
61156.773,0.022234902,0.5084374
63375.86,0.02315732,0.4931606
65717.61,0.022599168,0.50741005
66767.805,0.024778401,0.5060993
66629.86,0.033329226,0.49093166
65795.14,0.03555657,0.47061542
63802.074,0.042296596,0.40958816
62652.04,0.041298874,0.22492662
60351.918,0.049882602,0.0
57700.742,0.068361826,0.0
55636.633,0.0702792,0.0
52551.676,0.07560993,0.0
49736.367,0.08980655,0.0
46322.188,0.1051557,0.0
36863.895,0.5375942,0.0
35086.035,0.5470785,0.0
34224.78,0.5541608,0.0
34581.15,0.53348595,0.0
36353.01,0.53018737,0.0
38064.81,0.55427897,0.0
38919.87,0.51957476,0.0
40805.992,0.50226825,0.25542283
42893.28,0.45266625,0.54442173
45654.164,0.45931044,0.597281
47094.65,0.47812825,0.6149074
49574.805,0.5007005,0.62029755
50518.684,0.5282542,0.5342615
53119.74,0.5441444,0.58392596
53721.65,0.39206102,0.5919734
53957.95,0.4335016,0.49735457
53295.94,0.35501426,0.3877112
51896.86,0.41762456,0.07992353
49892.684,0.2655167,0.0
49155.156,0.27404976,0.0
47985.957,0.38177145,0.0
45719.625,0.50452256,0.0
43550.504,0.5873463,0.0
41087.504,0.6456814,0.0
46348.984,0.40546703,0.0
44320.453,0.38402414,0.0
42209.742,0.35107005,0.0
41597.07,0.32799244,0.0
41403.43,0.29352042,0.0
42138.492,0.25128317,0.0
44464.344,0.17647327,0.19663629
47203.383,0.16045032,0.6309303
50093.832,0.18343747,0.87511945
54318.324,0.15929163,0.91969633
58552.12,0.14213243,0.8938545
62267.32,0.11984643,0.9127275
66230.42,0.11120191,0.9422375
69642.414,0.122135244,0.9187541
71844.8,0.13786164,0.84703636
72066.69,0.15722318,0.86832714
72008.83,0.17496563,0.8022405
70024.57,0.19183181,0.6350987
68892.3,0.26592067,0.2587579
65950.734,0.27909335,0.0
62734.56,0.33171603,0.0
58204.227,0.36421207,0.0
54016.02,0.3814903,0.0
48761.61,0.42607287,0.0
53583.195,0.68343294,0.0
50951.918,0.65934163,0.0
48622.086,0.64526623,0.0
47306.65,0.6043799,0.0
46704.97,0.57108444,0.0
46785.367,0.514297,0.0
48825.82,0.48003072,0.32980072
51600.53,0.45259044,0.74050057
55533.047,0.44474718,1.0264477
60991.41,0.42773384,1.0902623
64540.066,0.3742618,1.1340848
68531.46,0.32544714,1.1420823
72212.484,0.28848726,1.1420232
74623.88,0.2873485,1.2240514
75333.43,0.32578775,1.1187603
75491.31,0.40443698,1.0214274
75397.39,0.4565202,0.9486203
74084.81,0.4831387,0.8667265
70350.63,0.5158151,0.55553347
68370.03,0.55333704,0.24181248
64765.223,0.57134277,0.0
63159.72,0.59742725,0.0
59727.406,0.619946,0.0
56374.64,0.60099804,0.0
46770.234,0.30869862,0.0
45253.465,0.28190148,0.0
44444.516,0.25059852,0.0
44807.26,0.22694328,0.0
45806.305,0.21666391,0.0
46919.707,0.1876945,0.0
48327.227,0.1674942,0.076708734
51629.777,0.14835125,0.44067392
55950.875,0.12688474,0.71449566
59902.797,0.118464775,0.7920028
63633.58,0.113451995,0.7907944
67222.195,0.11284116,0.74881923
69922.766,0.12420702,0.7215197
71118.7,0.14880927,0.70064163
72834.11,0.17269154,0.6893047
74517.5,0.20493782,0.7002989
74300.234,0.24123888,0.6978409
72881.695,0.24901384,0.5820031
70813.23,0.27435964,0.34132168
68535.34,0.32404605,0.0
65001.273,0.40017784,0.0
61100.812,0.4218013,0.0
57233.258,0.43972826,0.0
53153.125,0.4821345,0.0
45656.05,0.42053792,0.0
44301.914,0.38253826,0.0
43812.57,0.3708277,0.0
43891.234,0.3484535,0.0
43816.9,0.3135504,0.0
44404.312,0.2939715,0.0
44595.777,0.23632364,0.13667467
47455.55,0.23742868,0.60053015
51386.008,0.22970566,0.8488003
57131.758,0.19006693,0.91804755
61070.152,0.17978674,0.9503653
64355.71,0.17173563,0.9751463
68892.14,0.16303319,0.98736036
71361.516,0.17719713,0.93547916
72886.84,0.18760909,0.92573094
73282.14,0.22695196,0.8811612
73400.97,0.28743663,0.82354045
71170.336,0.32937467,0.6299573
68558.14,0.35275385,0.33600438
66416.16,0.40233484,0.0
63497.508,0.45970848,0.0
59026.03,0.5088294,0.0
55207.484,0.5084116,0.0
51511.027,0.5292427,0.0
36004.4,0.60000813,0.0
34933.99,0.59645,0.0
33503.11,0.5874608,0.0
32423.686,0.5842184,0.0
32750.404,0.6023912,0.0
33357.516,0.5848655,0.0
34227.91,0.58286864,0.0
34075.773,0.5648008,0.0
34309.53,0.5452279,0.19666146
34547.1,0.44870988,0.49979126
36311.832,0.5147958,0.65054214
36931.395,0.6001325,0.62878096
37983.094,0.6061568,0.60855424
39651.75,0.6823413,0.5556916
39965.188,0.68650895,0.6041881
39827.117,0.6851195,0.5437585
39419.438,0.68227786,0.47231263
39973.22,0.6763706,0.30909115
40453.816,0.6541157,0.0
41266.25,0.65929765,0.0
40593.4,0.7048668,0.0
39161.14,0.6594728,0.0
38233.168,0.6635859,0.0
36547.08,0.63895476,0.0
39360.957,0.5295071,0.0
37171.06,0.5266295,0.0
35834.57,0.5253693,0.0
34507.215,0.4872084,0.0
35065.195,0.45290712,0.0
35576.137,0.40202776,0.0
37870.586,0.29952815,0.0
41734.88,0.28920054,0.5623027
45301.297,0.25508726,0.8624028
47873.96,0.2871965,0.90426874
52253.46,0.2800358,0.957248
55102.387,0.29807386,0.9815688
57894.047,0.33459115,1.004703
60797.22,0.38630575,1.0499703
62917.586,0.42865592,1.0335715
64874.56,0.40251875,0.9969193
63315.22,0.44471171,0.86742854
62064.516,0.44231975,0.6458062
60832.707,0.51271516,0.06369388
58061.195,0.5368636,0.0
54883.797,0.58536696,0.0
51012.266,0.53026944,0.0
47706.86,0.5762726,0.0
43720.867,0.5789906,0.0
46003.25,0.48753166,0.0
44888.914,0.49912357,0.0
44661.31,0.5029788,0.0
45550.29,0.49083254,0.0
46170.855,0.46222332,0.0
47021.92,0.4572352,0.0
48852.09,0.48582983,0.0038802475
52587.926,0.48881733,0.40324178
54762.664,0.44430137,0.6681889
58782.293,0.46909037,0.7338835
62982.574,0.47091073,0.76359165
66654.34,0.4645782,0.75954473
68973.99,0.47076914,0.7715802
70418.13,0.4818078,0.8153366
69745.23,0.60657305,0.72800446
69217.0,0.664588,0.68264115
66917.62,0.64822745,0.5970713
64912.4,0.6755842,0.45392117
62682.203,0.6735388,0.3163556
60266.24,0.6672827,0.0
57781.93,0.70744663,0.0
54978.188,0.6939435,0.0
52306.89,0.6543009,0.0
48822.76,0.6327969,0.0
43058.254,0.4953141,0.0
41259.043,0.46617746,0.0
40075.78,0.4302871,0.0
40415.703,0.4409003,0.0
41026.215,0.41463092,0.0
42388.28,0.4207321,0.0
44479.906,0.39487523,0.20374547
46566.168,0.4096837,0.6183337
48192.117,0.3321192,0.781826
51320.773,0.2330326,0.8621812
54425.008,0.19662325,0.8819928
58267.188,0.18548994,0.90029
61912.836,0.15508947,0.97266495
63625.363,0.17695852,0.9159198
65809.836,0.20360331,0.8616475
66822.73,0.24512956,0.78944385
66931.14,0.26146093,0.776266
65320.99,0.26582593,0.59542143
62378.055,0.3105618,0.40683982
59415.273,0.36883312,0.0
57767.75,0.4425288,0.0
54386.086,0.47277072,0.0
51213.977,0.5209859,0.0
47623.867,0.59237087,0.0
50974.01,0.3862088,0.0
47948.445,0.34731233,0.0
46686.617,0.30089676,0.0
47007.707,0.27520576,0.0
48266.887,0.24912491,0.0
50360.82,0.2190912,0.0
51672.254,0.18518618,0.23198509
55236.16,0.15938132,0.7343668
60268.58,0.1509023,0.94780827
64713.973,0.1481061,0.9995868
69287.97,0.13542299,1.037493
73372.57,0.12166518,0.9853512
77640.125,0.12510988,0.9463345
79690.97,0.13978702,0.9166603
81550.43,0.17002873,0.8728523
82419.55,0.19845173,0.8387693
81003.5,0.19792628,0.7821351
78720.086,0.1986976,0.6928426
76636.59,0.2535845,0.2896089
73342.46,0.29158637,0.0
69409.99,0.32420796,0.0
64306.016,0.37455136,0.0
59532.566,0.43297195,0.0
55532.098,0.42633304,0.0
45174.125,0.3232429,0.0
44353.38,0.3170749,0.0
43670.695,0.289274,0.0
43826.99,0.2695557,0.0
44479.82,0.26897383,0.0
45603.547,0.26491892,0.0
47224.63,0.2340434,0.0
48792.703,0.19562082,0.0
49058.56,0.18277127,0.5537094
47584.258,0.16194628,0.8025986
46142.203,0.19725396,0.8138815
45718.44,0.27214968,0.7788563
46355.777,0.37064776,0.6688417
45502.953,0.3071295,0.58978534
45410.418,0.2794785,0.5931256
44003.71,0.22424148,0.53131366
42647.254,0.27846938,0.35605857
44088.117,0.431008,0.1049066
45550.32,0.3738399,0.0
45429.97,0.45446885,0.0
44555.445,0.50265473,0.0
42813.117,0.42922777,0.0
41442.312,0.42514423,0.0
39726.344,0.30156735,0.0
41607.535,0.39451262,0.0
40870.797,0.3661864,0.0
39872.53,0.33477694,0.0
39271.04,0.3055775,0.0
41426.883,0.27747908,0.0
43026.383,0.24428995,0.0
45764.098,0.20126645,0.0
47365.9,0.1781471,0.0
49396.637,0.12947999,0.3022946
50900.742,0.12310503,0.67216504
52940.043,0.11865498,0.76788414
55724.3,0.12396507,0.8196244
58005.87,0.14328974,0.80141926
60296.94,0.17404138,0.7500365
62317.047,0.16374059,0.70831347
62309.15,0.13858916,0.67079246
61647.816,0.16723594,0.48184973
60427.457,0.17724341,0.29692838
58538.312,0.27142695,0.0
56239.242,0.27934942,0.0
53946.59,0.28517792,0.0
50977.207,0.2079596,0.0
47866.727,0.20404324,0.0
44080.047,0.20358643,0.0
47016.004,0.16290928,0.0
44385.19,0.12653759,0.0
43099.77,0.11241092,0.0
42163.812,0.09153976,0.0
42200.707,0.078157574,0.0
41668.37,0.059236683,0.0
43931.61,0.047838688,0.23741774
47718.66,0.04229728,0.511917
50486.47,0.043100003,0.68450224
55279.773,0.03571766,0.75443983
58868.56,0.0330109,0.7648605
61816.91,0.032774106,0.832131
65464.86,0.032446127,0.8341265
67466.91,0.03955222,0.7848172
67570.49,0.052067928,0.7281054
67925.586,0.07375612,0.692152
67081.37,0.0928172,0.65387523
65457.367,0.116416216,0.5831752
61123.484,0.16260515,0.31707937
59669.61,0.19272307,0.0
57339.99,0.2315831,0.0
55377.273,0.277686,0.0
52420.81,0.31091177,0.0
49746.043,0.3076484,0.0
34666.535,0.544537,0.0
33774.348,0.550364,0.0
33458.047,0.5655921,0.0
33524.816,0.55603826,0.0
35316.29,0.5534931,0.0
36398.695,0.5107762,0.0
39431.145,0.46175602,0.0
40328.523,0.3099106,0.0
42107.695,0.34159517,0.4096511
42534.945,0.31215063,0.67308736
42556.168,0.26993492,0.7154119
42623.93,0.19282718,0.7711806
43260.938,0.24407424,0.7308923
43985.035,0.16373497,0.79182816
44404.844,0.12265189,0.79415226
44234.367,0.093819566,0.8624445
44607.35,0.13794759,0.69676137
45677.977,0.2131434,0.16281947
45953.984,0.2672776,0.0
44924.46,0.4269235,0.0
43191.836,0.41376007,0.0
39960.57,0.35010698,0.0
37780.035,0.4251432,0.0
35533.195,0.4235957,0.0
43136.785,0.580734,0.0
41238.97,0.5778058,0.0
39772.406,0.5761363,0.0
40373.09,0.6016318,0.0
40875.008,0.61521053,0.0
41803.797,0.61833173,0.0
43487.977,0.5846163,0.0
43111.72,0.503936,0.0
44257.188,0.38157034,0.0
44589.168,0.43886465,0.33007783
44756.08,0.3996443,0.45802695
44526.707,0.39828354,0.48464546
44406.324,0.4666262,0.36040837
43830.02,0.4090348,0.2978816
43273.36,0.42410818,0.19492033
43647.547,0.54762334,0.155156
44131.285,0.61948204,0.022696663
44536.23,0.59645706,0.0
46060.1,0.58616805,0.0
46066.992,0.53862494,0.0
45241.582,0.5921667,0.0
43906.42,0.5463712,0.0
42540.645,0.5020819,0.0
41077.938,0.5997442,0.0
44400.8,0.42949352,0.0
43037.086,0.4295632,0.0
41921.426,0.42549506,0.0
41738.633,0.37260565,0.0
42761.438,0.33136722,0.0
44661.22,0.29847854,0.0
45580.71,0.30288592,0.0
47831.36,0.27318335,0.34710988
50858.92,0.3038735,0.8810946
53716.594,0.2821072,0.95501494
57044.793,0.28706267,0.8795526
60297.473,0.32273713,0.83945787
63835.55,0.29404524,0.75720704
66139.12,0.34072998,0.7196884
70261.02,0.3332461,0.6212946
71620.61,0.39340046,0.63401043
69401.0,0.36002803,0.5052813
66691.766,0.3531823,0.18374161
63478.395,0.44745067,0.0
61097.395,0.4432595,0.0
57917.637,0.54936326,0.0
54256.14,0.5676052,0.0
50412.363,0.5608898,0.0
46722.52,0.6320746,0.0
40173.945,0.5943,0.0
38555.43,0.5933429,0.0
38387.465,0.5882216,0.0
38646.21,0.59391564,0.0
39513.434,0.5471069,0.0
43389.43,0.5898302,0.0
46536.035,0.57221967,0.0
47365.625,0.5193014,0.0
46822.688,0.38330814,0.0
45332.24,0.35596493,0.03930788
43919.26,0.35669824,0.09754741
43158.55,0.35908526,0.09668579
42879.734,0.37017322,0.12754607
43028.418,0.38894773,0.14236072
