HOUR,TOTALLOAD,WIND,SOLAR
51.0,1.24880791724,0.428414977544,0.0
52.0,1.48565417994,0.441306104311,0.0
53.0,1.7145949416,0.432119767923,0.0
54.0,1.88202229931,0.403198424101,0.0
55.0,1.94140543646,0.359511525434,0.0544745628489
56.0,1.86587224287,0.307513412852,0.368748783686
57.0,1.65615661128,0.253771763158,0.612553801274
58.0,1.34173103622,0.203709709867,0.726004132531
59.0,0.97473045031,0.160764479739,0.768197991272
60.0,0.618171305338,0.126146297159,0.786333761757
61.0,0.331473436652,0.0992158232557,0.799076265563
62.0,0.157000077749,0.0783311743416,0.789952396463
63.0,0.111054869275,0.0618915133654,0.71265500902
64.0,0.181588180449,0.0492564471518,0.50677324079
65.0,0.33308593338,0.0412614540253,0.11950792764
66.0,0.517217838222,0.0401678016328,0.0
67.0,0.686314691087,0.0490485313808,0.0
68.0,0.806027573363,0.0707755871939,0.0
69.0,0.86378468039,0.106892397485,0.0
70.0,0.870830681581,0.156698390221,0.0
71.0,0.857392752898,0.216824949864,0.0
72.0,-0.00919807112922,0.265642868873,0.0
73.0,0.0824073103289,0.227071778762,0.0
74.0,0.161744818837,0.256556280817,0.0
75.0,0.433915742721,0.199669279253,0.0
76.0,0.946559954095,0.215286874831,0.0
77.0,1.06148860384,0.283545244851,0.0
78.0,1.33844170161,0.224942845621,0.0
79.0,1.27115369174,0.212024907846,0.0218510923689
80.0,1.04693741416,0.30074350896,0.165543402882
81.0,1.07161759266,0.355076047867,0.312693328356
82.0,0.95158140746,0.312833836855,0.388496526631
83.0,0.43371958292,0.230873942358,0.425738820215
84.0,0.136336940321,0.262194579922,0.447086808496
85.0,-0.387426526846,0.198279221501,0.36047846583
86.0,-0.505096676274,0.225796586614,0.279098523144
87.0,-0.266849610106,0.207125672174,0.152066031353
88.0,-0.235228251778,0.171355810798,0.0355966863595
89.0,0.0647819026999,0.271966612062,0.0421211787751
90.0,0.144810348379,0.209448061653,0.0
91.0,0.156651428778,0.3279926425,0.0
92.0,0.354936517898,0.346987142315,0.0
93.0,0.191311015938,0.371009409448,0.0
94.0,-0.05191696074,0.368012794361,0.0
95.0,-0.115159434046,0.297722968739,0.0
96.0,-0.344484282389,0.334082403652,0.0
97.0,-0.362085713409,0.338909701062,0.0
98.0,-0.446235631096,0.280673313429,0.0
99.0,-0.159207846938,0.293006775608,0.0
100.0,0.130521721569,0.323498670811,0.0
101.0,0.188615104331,0.309078449458,0.0
102.0,0.275528849596,0.214528965341,0.0
103.0,0.427646637165,0.205806311197,0.143807751996
104.0,0.562151793487,0.160311343434,0.12234951983
105.0,0.530788516457,0.176824239109,0.577786581162
106.0,0.175330056265,0.137983252702,0.709934421246
107.0,-0.0802906819504,0.129086070614,0.702051206639
108.0,-0.290758753239,0.0956836272911,0.649178266171
109.0,-0.384927313307,0.0705342689971,0.77336176578
110.0,-0.495648539653,0.0625322978385,0.583040215046
111.0,-0.496535772182,0.0669399937284,0.51451941732
112.0,-0.614783656128,0.0848297977237,0.533965134671
113.0,-0.569152692998,0.116566823113,0.0749285736459
114.0,-0.336892464944,0.155859191074,0.20195856557
115.0,-0.234928429384,0.136809689124,0.0
116.0,-0.273400525618,0.161191693146,0.0
117.0,-0.0431232378884,0.197507499706,0.0
118.0,-0.0969499313986,0.305058769402,0.0
119.0,-0.302610932046,0.308347953138,0.0
120.0,-0.918077748211,0.630307917402,0.0
121.0,-0.912569394129,0.536534723026,0.0
122.0,-0.822345200931,0.453122403323,0.0
123.0,-0.626251505111,0.391658176178,0.0
124.0,-0.58815254956,0.354845110298,0.0
125.0,-0.428657152297,0.333281070643,0.0
126.0,-0.294733632757,0.323541830537,0.0
127.0,-0.217158120943,0.31882099517,0.160316005522
128.0,-0.0975135571165,0.25799317501,0.219163671684
129.0,-0.269944418594,0.306823540555,0.43065438885
130.0,-0.440028516459,0.305215339594,0.475799043172
131.0,-0.622938544651,0.309983917737,0.513513383832
132.0,-0.807241166463,0.327164700507,0.503538424256
133.0,-0.919703423931,0.36317337413,0.454062531708
134.0,-0.877455915943,0.353595789653,0.546943929414
135.0,-0.914562100338,0.418081582172,0.306314247168
136.0,-0.833555575114,0.462394438601,0.36329438928
137.0,-0.812212756307,0.601276916957,0.210588714206
138.0,-0.668522987312,0.608048045255,0.0269560586494
139.0,-0.487946989064,0.703042332342,0.0
140.0,-0.39431291116,0.6145185105,0.0
141.0,-0.400687316504,0.578073848443,0.0
142.0,-0.448548818105,0.5360625845,0.0
143.0,-0.492651254387,0.419400727242,0.0
144.0,-1.16035428968,0.62912062932,0.0
145.0,-1.32256827125,0.599535877128,0.0
146.0,-1.37268866754,0.660704290454,0.0
147.0,-1.35917791398,0.722730545686,0.0
148.0,-1.30491969053,0.763868547284,0.0
149.0,-1.2111800691,0.790394606377,0.0
150.0,-1.09525087834,0.722841947343,0.0
151.0,-1.00108500834,0.804103580337,0.0456697712585
152.0,-0.83557856715,0.681970958061,0.0622524798529
153.0,-0.783723330889,0.716355049328,0.0190578280758
154.0,-0.637127678868,0.761632201964,0.112721739683
155.0,-0.62624582218,0.767449189626,0.103347722408
156.0,-0.672211055734,0.654384400837,0.220624433937
157.0,-0.806671554956,0.602100355999,0.389572450923
158.0,-0.752071239704,0.678081743381,0.473051855251
159.0,-0.700144955219,0.617130540597,0.453800265573
160.0,-0.751691045768,0.568964205307,0.2800899411
161.0,-0.760565055872,0.540385159631,0.110981999217
162.0,-0.692245602381,0.561966585298,0.0
163.0,-0.525488334789,0.527967578738,0.0
164.0,-0.625671050068,0.48416155505,0.0
165.0,-0.6464706465,0.604262619762,0.0
166.0,-0.760896708486,0.560971354472,0.0
167.0,-0.935911800854,0.559990544258,0.0
168.0,-1.13590547364,0.311563620763,0.0
169.0,-1.30646870799,0.361596656458,0.0
170.0,-1.34761085338,0.312742837571,0.0
171.0,-1.21324278018,0.383713667349,0.0
172.0,-0.916093517868,0.368777006161,0.0
173.0,-0.640725145207,0.35381361277,0.0
174.0,-0.510556231862,0.33691271316,0.0
175.0,-0.444535711477,0.235482948106,0.174244209759
176.0,-0.242406495256,0.204713898255,0.423713353714
177.0,-0.312319491754,0.191744537163,0.601999368123
178.0,-0.381213370481,0.142033471854,0.74975487451
179.0,-0.420657010695,0.175673365961,0.82334127832
180.0,-0.616792673521,0.165501856828,0.661651174055
181.0,-0.594596160899,0.156990624084,0.642477683524
182.0,-0.651681764426,0.126750480941,0.843067459554
183.0,-0.620314988762,0.173630269989,0.565439974139
184.0,-0.54130632598,0.200733557826,0.300974621929
185.0,-0.372798330088,0.232013884265,0.0686531149416
186.0,-0.237554336323,0.26679564241,0.235264669578
187.0,-0.167377257331,0.299428041348,0.0
188.0,-0.19844419332,0.331264612795,0.0
189.0,-0.464279834646,0.347448797986,0.0
190.0,-0.762659656355,0.298094720884,0.0
191.0,-0.758400251091,0.383532864464,0.0
192.0,-0.87125655139,0.61810892995,0.0
193.0,-0.941760814964,0.603830783781,0.0
194.0,-0.972673494321,0.588194560195,0.0
195.0,-0.868107853587,0.592864437824,0.0
196.0,-0.429226018349,0.613193629487,0.0
197.0,-0.22365367695,0.639037419845,0.0
198.0,0.126538923618,0.657837928516,0.0
199.0,0.133746161528,0.652205031902,0.00461185104022
200.0,0.260375307633,0.634595568815,0.301651300688
201.0,0.209502923565,0.581416755498,0.629373461951
202.0,-0.101819759055,0.383473230407,0.586440956711
203.0,-0.248663177621,0.430185363139,0.707308541708
204.0,-0.520763791384,0.37453788522,0.881250246879
205.0,-0.409147015514,0.348207605563,0.744775723808
206.0,-0.716576301302,0.374541389898,0.654378962736
207.0,-0.63829097644,0.417601712151,0.682695389981
208.0,-0.563065197701,0.479126411678,0.556881079334
209.0,-0.374828097008,0.513406274518,0.336122682562
210.0,-0.137789760907,0.51269395549,0.12503314307
211.0,0.0169569198245,0.575994936344,0.0
212.0,-0.210715651853,0.548864122916,0.0
213.0,-0.422732270358,0.522275777319,0.0
214.0,-0.449907212163,0.498071119149,0.0
215.0,-0.737303460498,0.457428153419,0.0
216.0,-1.09559556861,0.71115218748,0.0
217.0,-1.18506073845,0.647412480256,0.0
218.0,-1.12904842289,0.7110697682,0.0
219.0,-1.06444586235,0.689939233851,0.0
220.0,-0.887880869406,0.650161727592,0.0
221.0,-0.580285970102,0.616028995522,0.0
222.0,-0.444404713548,0.696100066103,0.0
223.0,-0.124678610389,0.630963774003,0.0177434862875
224.0,-0.0362447321675,0.653990760041,0.0768216269717
225.0,-0.000929530140528,0.61835594599,0.348800815177
226.0,-0.0811165078707,0.691724190945,0.528365769871
227.0,-0.40685311462,0.718772450545,0.647131908179
228.0,-0.542132639489,0.729354494318,0.638671158207
229.0,-0.626296021931,0.742614886548,0.705542453783
230.0,-0.637506367271,0.753362423085,0.501551242921
231.0,-0.590357351396,0.683842784876,0.361073217985
232.0,-0.629099714363,0.68246030883,0.268884933545
233.0,-0.573596333802,0.699223195095,0.122561859854
234.0,-0.509522326249,0.757359551226,0.0114727875462
235.0,-0.50673533775,0.752390113583,0.0
236.0,-0.486920074827,0.743645358008,0.0
237.0,-0.575223135441,0.695445665177,0.0
238.0,-0.609836672447,0.645021378337,0.0
239.0,-0.885370865063,0.649214966475,0.0
240.0,-0.937731104787,0.694277397069,0.0
241.0,-1.5037461241,0.727926181938,0.0
242.0,-1.71457050882,0.739856557875,0.0
243.0,-1.77422479003,0.734646804545,0.0
244.0,-1.68859501423,0.715680441861,0.0
245.0,-1.49559588087,0.691209720381,0.0
246.0,-1.25402930142,0.671929724251,0.0
247.0,-1.02734544266,0.667830622315,0.000112795125253
248.0,-0.866728358658,0.685192055354,0.0661921363204
249.0,-0.798032470126,0.724547415081,0.0173463176686
250.0,-0.816025872546,0.780187547613,0.0644812357154
251.0,-0.887403173555,0.841360945581,0.175780175666
252.0,-0.961650788556,0.894871298091,0.297895067625
253.0,-0.982349931957,0.92838579074,0.40126308486
254.0,-0.543041204701,0.866449066428,0.453120147895
255.0,-0.0904104222887,0.72029560318,0.426625320562
256.0,0.341672884279,0.649674785211,0.341309591943
257.0,0.605746726151,0.583779364794,0.263307693852
258.0,0.834465872451,0.516209644171,0.00010539253329
259.0,0.965044381956,0.460266288468,0.0
260.0,0.953417293083,0.425708853489,0.0
261.0,0.761794202956,0.420438953659,0.0
262.0,0.246253769937,0.514921019428,0.0
263.0,-0.185255416894,0.554322621752,0.0
264.0,0.0250139155111,0.377659855113,0.0
265.0,-0.0648236991338,0.419291712684,0.0
266.0,-0.0614845061285,0.320640864516,0.0
267.0,0.144916134495,0.281443237784,0.0
268.0,0.509908938158,0.262806837867,0.0
269.0,0.748993924509,0.265159545662,0.0
270.0,1.01146189953,0.274594823934,0.0
271.0,1.09252964336,0.326394140522,0.0605609817409
272.0,1.18611087316,0.34300740647,0.41936199993
273.0,1.07255401311,0.331175359538,0.669188421698
274.0,0.918490406586,0.294644200417,0.567806262978
275.0,0.782456139326,0.199969146072,0.645435825466
276.0,0.467539455116,0.221628769327,0.884597298183
277.0,-0.0413946368835,0.217519721311,0.920270007791
278.0,-0.222065977907,0.110928276398,0.850051668068
279.0,-0.150469758873,0.172247800264,0.73495701145
280.0,-0.021293229766,0.188850489676,0.383105446974
281.0,0.0825157973462,0.184180814225,0.357964319348
282.0,0.380017547994,0.27767267296,0.226370922183
283.0,0.514934624175,0.324787901997,0.0
284.0,0.576750633936,0.374304927764,0.0
285.0,0.310955983883,0.415213127698,0.0
286.0,0.285465478368,0.442232413852,0.0
287.0,0.301408685387,0.355448215546,0.0
288.0,0.214416655085,0.311018534728,0.0
289.0,0.0769382852214,0.264845607311,0.0
290.0,0.0821963958563,0.217392897185,0.0
291.0,0.251587332975,0.175510872426,0.0
292.0,0.399838482304,0.142596249721,0.0
293.0,0.542850521528,0.118038627706,0.0
294.0,0.619838038188,0.144410626691,0.0
295.0,0.806384788461,0.0988102724748,0.0111984336455
296.0,0.769676688935,0.167138036859,0.287833693275
297.0,0.790113520797,0.0916177663233,0.428452898791
298.0,0.706112960119,0.0232699638025,0.831833193509
299.0,0.399819585453,0.0158656466686,0.906698058255
300.0,0.156785970113,0.078475728273,0.932017470126
301.0,-0.102124387926,0.0942635507088,0.923647420759
302.0,-0.317350073564,0.0926816244375,0.887770119818
303.0,-0.388591549438,0.0520418633578,0.804118990007
304.0,-0.476548357877,0.021238050971,0.649064867549
305.0,-0.267362215741,0.117355237938,0.247768729099
306.0,0.0354649576879,0.182136304053,0.0343076298678
307.0,0.125483214468,0.331280568342,0.0
308.0,0.236006593406,0.383688621205,0.0
309.0,0.224951314138,0.357782834249,0.0
310.0,0.290133514606,0.363861929687,0.0
311.0,0.264205843412,0.450457671767,0.0
312.0,0.0543917816956,0.648919765793,0.0
313.0,0.0747201087248,0.680335237569,0.0
314.0,0.144120286924,0.670140861707,0.0
315.0,0.26316103092,0.635460798085,0.0
316.0,0.417814440069,0.567494057927,0.0
317.0,0.576140811975,0.49809856993,0.0
318.0,0.699746754455,0.424216193739,0.0
319.0,0.754427881957,0.361119684837,0.0783188128454
320.0,0.717689725982,0.312897645893,0.431529089947
321.0,0.585890171595,0.279499884203,0.678876287068
322.0,0.376135926044,0.256478433192,0.82939743563
323.0,0.122939695242,0.237341137053,0.90397516457
324.0,-0.129549277453,0.216154026822,0.925570539604
325.0,-0.337760225544,0.189885165417,0.910144094221
326.0,-0.468734363778,0.159810557103,0.860897195734
327.0,-0.507400261524,0.131564962752,0.767477765037
328.0,-0.459247687178,0.113797241783,0.610358847804
329.0,-0.347798368524,0.115168676101,0.369107442129
330.0,-0.209569812751,0.111739768786,0.0321207185653
331.0,-0.108521166465,0.160869847378,0.0
332.0,-0.146032523909,0.258121048231,0.0
333.0,-0.247911910927,0.325839435574,0.0
334.0,-0.352865413635,0.390078359714,0.0
335.0,-0.399757218526,0.477385699008,0.0
336.0,-0.420628173635,0.631145733249,0.0
337.0,-0.598577885205,0.560420461542,0.0
338.0,-0.60655554109,0.574954281624,0.0
339.0,-0.322680770083,0.696145194502,0.0
340.0,-0.148719436981,0.711978358107,0.0
341.0,-0.0835442819906,0.67729709452,0.0
342.0,0.0576507394227,0.620171959587,0.0
343.0,0.331269030547,0.629281301817,0.0417203505726
344.0,0.312017902167,0.606482535963,0.330332813332
345.0,0.159840508184,0.52197582234,0.494680033562
346.0,-0.073632084097,0.458322362734,0.749787293345
347.0,-0.101451976559,0.494043825822,0.659826167699
348.0,-0.434726287083,0.445118739322,0.659985118365
349.0,-0.64935480608,0.431589558373,0.720500333941
350.0,-0.601851859923,0.558735126562,0.470794721035
351.0,-0.506396971593,0.628036357229,0.424755356227
352.0,-0.411755172918,0.692302549363,0.234939554335
353.0,-0.249540761723,0.697737572452,0.0574743602615
354.0,-0.0684593261478,0.707138322792,0.046438995937
355.0,0.0573915335981,0.715488515427,0.0
356.0,0.208990486729,0.784667090443,0.0
357.0,0.0919215094928,0.725380289398,0.0
358.0,-0.122952143509,0.619181104255,0.0
359.0,-0.316383094021,0.579563820694,0.0
360.0,1.02650359426,0.272698345161,0.0
361.0,0.591246204024,0.424856176402,0.0
362.0,0.162468849972,0.574253467397,0.0
363.0,-0.0749236036643,0.686079344993,0.0
364.0,-0.317387214011,0.860567750611,0.0
365.0,-0.00504190529686,0.83953902012,0.0
366.0,0.70886981883,0.70144992054,0.0
367.0,1.58033101925,0.516183694928,0.0364172380624
368.0,1.93282198686,0.363117439027,0.0690144285791
369.0,2.46301314515,0.252116621283,0.145072633977
370.0,2.47163133791,0.216739977477,0.208506298545
371.0,2.37153588702,0.189195952046,0.280735101358
372.0,2.22622976604,0.164028021785,0.350368691126
373.0,2.10499432425,0.135033946478,0.372021046246
374.0,2.06203455038,0.097866291131,0.338518487171
375.0,1.89958989615,0.107423731019,0.256963980991
376.0,1.8644079184,0.157456350917,0.146997200475
377.0,1.87627528212,0.154578420907,0.0395155062415
378.0,1.95474927364,0.136275955622,0.04624973133
379.0,1.96725271986,0.260873848777,0.0
380.0,1.54703592224,0.197596586387,0.0
381.0,1.52000327123,0.214260932,0.0
382.0,1.23694981436,0.295798918844,0.0
383.0,0.869808550955,0.371212171787,0.0
384.0,1.39744395622,0.244661438164,0.0
385.0,1.38626849829,0.139434045902,0.0
386.0,1.4645852174,0.104803264438,0.0
387.0,1.63735350087,0.0839162337474,0.0
388.0,1.87535591123,0.0788198570635,0.0
389.0,2.12763843736,0.0868660302014,0.0
390.0,2.33427875212,0.101694724199,0.0
391.0,2.44196972576,0.115224649911,0.0346713069143
392.0,2.41808216241,0.12009858309,0.0302423077951
393.0,2.25972063229,0.111909048925,0.104533987067
394.0,1.99512464418,0.0905906640243,0.295896291672
395.0,1.67698704239,0.0605916549231,0.342401877646
396.0,1.36989715252,0.0297681000757,0.442181287397
397.0,1.13388061394,0.00729131196083,0.436643226211
398.0,1.01033984506,0.00112822871373,0.339300632537
399.0,1.01219407659,0.0157741785929,0.265707270601
400.0,1.12188329048,0.0508545509277,0.255786971096
401.0,1.29720053407,0.100983262483,0.133277612056
402.0,1.48348082929,0.156932428847,0.0156282056403
403.0,1.62824532962,0.207818468639,0.0
404.0,1.69642331818,0.245612432788,0.0
405.0,1.60158044063,0.25944837778,0.0
406.0,1.39564508249,0.315143395672,0.0
407.0,1.40459459564,0.357430491673,0.0
408.0,0.363091133298,0.583591492037,0.0
409.0,0.396247333073,0.511261381274,0.0
410.0,0.520319719268,0.440654864126,0.0
411.0,0.7271791698,0.37273929986,0.0
412.0,1.21901223272,0.194594750101,0.0
413.0,1.63423952383,0.169120799517,0.0
414.0,1.90403642377,0.157205318148,0.0
415.0,2.02233584007,0.169949346573,0.151749404179
416.0,1.97197885513,0.182476084605,0.152486193938
417.0,1.79017380263,0.203786779057,0.368294212856
418.0,1.56643293387,0.171362748389,0.503602786819
419.0,1.30096979402,0.147121567584,0.575867440509
420.0,1.05900061199,0.120000031481,0.603733321938
421.0,0.888817106285,0.0995463050592,0.599449161213
422.0,0.815700703047,0.0964370677104,0.564241637331
423.0,0.839482753943,0.12610259946,0.487981324415
424.0,0.936232570261,0.16706586196,0.353230066603
425.0,1.06527452108,0.237879628405,0.142494435106
426.0,1.18164508657,0.320560537834,0.153434175729
427.0,1.24427543672,0.404238687883,0.0
428.0,1.23119497723,0.498626040853,0.0
429.0,1.006560724,0.517429148946,0.0
430.0,1.04626073082,0.497757269917,0.0
431.0,0.992034400334,0.460789715884,0.0
432.0,-0.210133279775,0.672699229515,0.0
433.0,-0.435324900766,0.664521693395,0.0
434.0,-0.338381327081,0.549647196625,0.0
435.0,-0.158945754803,0.5506882273,0.0
436.0,0.0433571401191,0.552082670495,0.0
437.0,0.225427084078,0.549611762863,0.0
438.0,0.359010370603,0.587536742958,0.0
439.0,0.424423683129,0.606959220997,0.0528886456529
440.0,0.407076039613,0.566068029765,0.341958036892
441.0,0.317791554538,0.563092034771,0.376648763978
442.0,0.452573730763,0.51599970525,0.554355603446
443.0,0.465869574808,0.492185623317,0.569549685533
444.0,0.59053195114,0.451349168712,0.597147638773
445.0,0.406846991728,0.473154051491,0.795660689133
446.0,-0.244942808225,0.517768167722,0.771280308338
447.0,-0.48196420357,0.549800559392,0.705996451733
448.0,-0.489260650608,0.547284026615,0.573128637978
449.0,-0.388025516733,0.645428927508,0.160392893554
450.0,0.160255871935,0.682824755031,0.158477663744
451.0,0.0708462109768,0.673250660479,0.0
452.0,-0.420605594665,0.651406192452,0.0
453.0,-0.317936160553,0.598956807637,0.0
454.0,-0.0171510813746,0.638014980786,0.0
455.0,0.215278277188,0.584835620512,0.0
456.0,-0.734992905659,0.641944883414,0.0
457.0,-0.777694210544,0.643137017296,0.0
458.0,-0.989719696591,0.657521645765,0.0
459.0,-1.10758301888,0.663891330403,0.0
460.0,-0.915609696347,0.724485887972,0.0
461.0,-0.646887326237,0.704701149248,0.0
462.0,-0.471685287848,0.590362998571,0.0
463.0,-0.372201040445,0.552833678358,0.0482461422256
464.0,-0.316270597181,0.399769131809,0.358640214769
465.0,-0.309419375535,0.389075015698,0.569328866923
466.0,-0.348836983605,0.303761317977,0.697593871569
467.0,-0.423319974535,0.266507290193,0.769323714318
468.0,-0.51508442971,0.254745790085,0.807430232571
469.0,-0.603478772557,0.341419550761,0.822954009837
470.0,-0.670259617904,0.361986071753,0.810657826524
471.0,-0.70409490425,0.344927180807,0.750503407812
472.0,-0.703166219912,0.411525491531,0.614610770456
473.0,-0.675273873051,0.492525672974,0.377726916076
474.0,-0.635221646028,0.675265463687,0.0281953845322
475.0,-0.598980126795,0.70744427202,0.0
476.0,-0.583982053183,0.76800276615,0.0
477.0,-0.595572339284,0.725049019044,0.0
478.0,-0.632115841899,0.668137804091,0.0
479.0,-0.718525756474,0.632820652257,0.0
480.0,-1.20172136225,0.657421252783,0.0
481.0,-1.45773055976,0.669817421609,0.0
482.0,-1.55257643199,0.755385289513,0.0
483.0,-1.57110068699,0.674875543411,0.0
484.0,-1.55856608964,0.749100897805,0.0
485.0,-1.44667783216,0.740296866247,0.0
486.0,-1.50675644002,0.720655780612,0.0
487.0,-1.36784281338,0.729868232657,0.128593609694
488.0,-1.26476113343,0.729514885291,0.140912575407
489.0,-1.02271126746,0.651505157445,0.508053829554
490.0,-1.01948657429,0.663014864473,0.534243557408
491.0,-0.923411171285,0.689294896898,0.709046267894
492.0,-0.991015194429,0.715054776393,0.689867265505
493.0,-1.00858513736,0.808176498725,0.574137868169
494.0,-0.847220813786,0.810978315195,0.542354271997
495.0,-0.785281364008,0.75601457804,0.586479706987
496.0,-0.742209291028,0.766545385094,0.38300560488
497.0,-0.664652315688,0.717099841035,0.213743235292
498.0,-0.621863820604,0.646405846908,0.0293010204372
499.0,-0.624546576559,0.624900139176,0.0
500.0,-0.683786814759,0.640696947739,0.0
501.0,-0.858716375836,0.684725150733,0.0
502.0,-1.05978060888,0.707225935353,0.0
503.0,-1.04358699944,0.718081934836,0.0
504.0,-1.17049142772,0.420605771192,0.0
505.0,-1.3795784137,0.522520909779,0.0
506.0,-1.47284085857,0.599087354115,0.0
507.0,-1.42947709981,0.640568741771,0.0
508.0,-1.26084070024,0.646601018407,0.0
509.0,-1.0074163785,0.62555733318,0.0
510.0,-0.728292545061,0.591623692761,0.0
511.0,-0.485929435618,0.560415343285,0.0192757960602
512.0,-0.330263262987,0.544348162816,0.388737799134
513.0,-0.286348400613,0.54903558893,0.652268112379
514.0,-0.348779179474,0.571695347606,0.795154227961
515.0,-0.484308618469,0.601998974895,0.856177742347
516.0,-0.641882648553,0.62512941438,0.873419222454
517.0,-0.767324452257,0.626207640214,0.870345113432
518.0,-0.818665810531,0.594871092467,0.847605889677
519.0,-0.777961913624,0.528736819305,0.782873566121
520.0,-0.656385059165,0.434774595827,0.638761304012
521.0,-0.491212935562,0.328172031126,0.376571066739
522.0,-0.335519711828,0.228945828115,0.0280685328909
523.0,-0.24335403159,0.157160813169,0.0
524.0,-0.254416401074,0.127998097049,0.0
525.0,-0.382398919111,0.147963556442,0.0
526.0,-0.610181394279,0.213233744607,0.0
527.0,-0.893248400628,0.310576367246,0.0
528.0,-0.724301581608,0.115107870494,0.0
529.0,-0.809352850724,0.109316133313,0.0
530.0,-0.923453541309,0.109031827686,0.0
531.0,-0.759098584889,0.163572112352,0.0
532.0,-0.390589576004,0.127709549243,0.0
533.0,-0.201333385266,0.108954968627,0.0
534.0,0.112784867401,0.0954700930774,0.0
535.0,0.20157456317,0.0850453787559,0.0578093706979
536.0,0.233385352591,0.0876192311614,0.386352607512
537.0,0.125057951116,0.056368271927,0.627184365656
538.0,-0.096331182672,0.0864849754684,0.693177982754
539.0,-0.0482881321319,0.0737498819666,0.640479433673
540.0,-0.310777435499,0.0124408691495,0.854554108269
541.0,-0.858286813108,0.0437848698373,0.860333847751
542.0,-0.951336484332,0.0596787772851,0.76763222885
543.0,-0.604892282154,0.0520472578436,0.589178858117
544.0,-0.471927389542,0.0831762146662,0.450821733521
545.0,-0.307553477459,0.0774339894765,0.204080473817
546.0,-0.109998779771,0.0724616541807,0.019991063974
547.0,-0.335743503634,0.143748883559,0.0
548.0,-0.158432251568,0.161897685928,0.0
549.0,-0.238383336215,0.114725461015,0.0
550.0,-0.253368912769,0.144840705569,0.0
551.0,-0.732955411194,0.169987298707,0.0
552.0,-0.608057969339,0.15506316589,0.0
553.0,-0.809890042699,0.25812079568,0.0
554.0,-0.743712702067,0.197829305451,0.0
555.0,-0.48733244778,0.226616108573,0.0
556.0,-0.318643623686,0.22001559599,0.0
557.0,0.319284075398,0.114612657756,0.0
558.0,0.543006863974,0.217084035977,0.0
559.0,0.311474693195,0.292120952512,0.0606504933209
560.0,0.304996903074,0.352210652689,0.462720539015
561.0,0.160445581144,0.388074651026,0.723220343109
562.0,-0.0812900996785,0.407130009907,0.866872268204
563.0,-0.206985905627,0.409207017639,0.932201933153
564.0,-0.571542864925,0.399765275996,0.9536515913
565.0,-0.845902593602,0.351598479947,0.714455157319
566.0,-0.736452641368,0.220633819607,0.696462996624
567.0,-0.586536940456,0.153807219495,0.632808048965
568.0,-0.576602639959,0.151231222338,0.730473801151
569.0,-0.330860699293,0.35573239845,0.450020353151
570.0,-0.152132205969,0.564326018713,0.0132268084363
571.0,-0.0414236251186,0.630524307113,0.0
572.0,-0.298542145745,0.668903485104,0.0
573.0,-0.436594643087,0.692108897776,0.0
574.0,-0.556158630491,0.663272667228,0.0
