,TOTALLOAD,WIND,SOLAR
90,50855.715,0.33497462,0.09392317
91,43698.098,0.21796946,0.0009790128
92,50197.77,0.2630132,0.00021175106
93,40448.03,0.25650468,0.0003741053
94,38404.066,0.45135123,0.0012359316
95,38867.598,0.38778523,0.00039327896
96,44034.63,0.5426187,0.0001954925
97,46753.605,0.5064494,0.00070673705
98,41365.676,0.6830194,0.00024137717
99,36697.46,0.6024429,0.00033966446
100,34592.15,0.6260381,0.0002632376
101,35954.133,0.5459748,0.0004823737
102,42761.164,0.67955333,0.00045209064
103,60507.676,0.55275315,0.003908269
104,50580.266,0.35103044,0.06486075
105,49592.484,0.41054896,0.24166203
106,46558.293,0.28509608,0.12530862
107,38909.492,0.57322776,0.4915118
108,38869.945,0.48175144,0.35186106
109,41692.44,0.5894903,0.28990796
110,40901.332,0.5309453,0.15951891
111,50060.715,0.4596057,0.22479074
112,39006.777,0.47135425,0.10223738
113,50409.656,0.6151438,0.054008268
114,41840.36,0.644763,0.0008317004
115,48294.785,0.736575,0.00052952446
116,46208.258,0.71666086,0.00014427058
117,42698.54,0.6595473,0.00023479082
118,40447.977,0.5204615,0.0010104661
119,39736.47,0.52856934,0.00027635292
120,60794.78,0.6536776,3.4431563e-05
121,50562.5,0.28363323,5.4945427e-05
122,40583.023,0.40381768,1.4765771e-05
123,42156.01,0.6852848,4.9389237e-05
124,56959.473,0.4040145,2.1798545e-05
125,39315.78,0.29868028,7.84252e-05
126,43014.36,0.3220094,0.0011300092
127,48072.652,0.2955793,0.3225022
128,55699.344,0.21229462,0.31227347
129,59027.203,0.20432833,0.41611934
130,57226.58,0.11386168,0.7975183
131,69390.05,0.3013698,0.63161546
132,60093.05,0.21815312,0.8913939
133,70624.805,0.19951895,0.86635506
134,75049.44,0.30616644,0.6059677
135,75042.34,0.51068795,0.5149536
136,74808.125,0.32376426,0.41296327
137,75361.484,0.59224457,0.36482993
138,67892.12,0.3756118,0.4969672
139,74002.93,0.3551989,0.0001298038
140,65811.234,0.5137563,2.7521339e-05
141,58073.203,0.57694554,5.5517954e-05
142,52821.3,0.63183266,4.8090882e-05
143,50904.04,0.54630065,4.769918e-05
144,40159.37,0.4710933,0.00036124032
145,40068.312,0.28231055,0.00053045416
146,39337.21,0.34591863,0.00028148707
147,36611.92,0.4346483,0.0006269869
148,37961.492,0.32245594,0.00030826652
149,37626.2,0.35309145,0.000707648
150,44261.734,0.29943636,0.001710209
151,48469.6,0.2838194,0.18567811
152,50897.203,0.21421751,0.2590868
153,44176.727,0.2004896,0.41558254
154,44173.723,0.11326558,0.6864554
155,51787.387,0.26630852,0.7236933
156,47255.934,0.1777602,0.8087963
157,49721.453,0.16311143,0.7839754
158,53374.44,0.18408222,0.55946267
159,51148.77,0.2832699,0.60601145
160,48840.402,0.22012183,0.35988697
161,55030.473,0.26643252,0.36962202
162,56593.266,0.2633281,0.13818246
163,57161.55,0.26428184,0.001053026
164,55238.31,0.33072162,0.0002615461
165,46858.516,0.35185915,0.0004214998
166,45863.047,0.4470339,0.0007943075
167,45041.438,0.3906752,0.0004557612
168,40991.582,0.5631836,0.00023506094
169,38958.145,0.5988557,0.0009855005
170,40175.016,0.6460689,0.00033934752
171,34381.156,0.6560696,0.0005021975
172,35502.824,0.69114006,0.00035365616
173,35934.39,0.6106535,0.0006525297
174,39251.055,0.65312266,0.00068632443
175,53199.875,0.56062376,0.01507016
176,51180.734,0.46584043,0.26281324
177,45466.016,0.47079647,0.53547215
178,47896.562,0.46494392,0.4352242
179,42348.938,0.65928817,0.72152084
180,36987.29,0.5125267,0.6017112
181,43687.684,0.54146475,0.67082965
182,41947.832,0.45571715,0.39915833
183,46745.77,0.5321876,0.6248884
184,41471.727,0.4979828,0.3192995
185,44904.64,0.59656024,0.13310999
186,44141.965,0.6650818,0.0021266027
187,47495.805,0.734292,0.0006346974
188,47640.71,0.7127353,0.00018361394
189,44349.68,0.72786015,0.00031068845
190,40694.43,0.62858886,0.0013966102
191,36803.6,0.5889539,0.00031674496
192,41276.19,0.45717734,0.00022565085
193,37357.414,0.2853305,0.0005512182
194,39561.33,0.3596946,0.00022063819
195,32975.457,0.6074616,0.00040459758
196,34110.527,0.465792,0.00024208617
197,37692.582,0.38622004,0.0005186279
198,40593.6,0.32010105,0.0014213625
199,46913.543,0.28971335,0.16131248
200,48893.63,0.17613277,0.27683657
201,39226.13,0.16205135,0.47521394
202,42891.254,0.11566103,0.64964163
203,47027.008,0.3009482,0.80750275
204,43658.574,0.1515247,0.7711145
205,50091.242,0.15541157,0.8048332
206,48085.207,0.24099886,0.48841298
207,48089.617,0.20653552,0.54268956
208,47635.273,0.2582396,0.30294988
209,51800.965,0.39598855,0.29164606
210,49932.92,0.5618696,0.047572948
211,49355.562,0.61999935,0.00070200313
212,50916.215,0.58366495,0.00017056863
213,41809.152,0.5872746,0.00026782154
214,37872.38,0.70179754,0.0007817096
215,38677.055,0.5718841,0.0002855696
216,41915.895,0.4720985,0.00029532667
217,42810.883,0.6220113,0.0015094497
218,47706.16,0.69348663,0.00056066003
219,34493.43,0.5982059,0.0007140263
220,33132.586,0.7056933,0.0005167821
221,36088.37,0.6282385,0.00095798174
222,42410.395,0.71983725,0.00049170456
223,60055.375,0.62021536,0.001994794
224,48161.48,0.4768504,0.13702916
225,49324.812,0.4907438,0.61726046
226,45241.37,0.38623947,0.22082767
227,40715.98,0.65937185,0.68860763
228,39328.133,0.52013445,0.5144313
229,42007.613,0.6848355,0.55971223
230,42148.84,0.49530673,0.23413202
231,47150.703,0.45161033,0.42570478
232,43178.67,0.44944003,0.1896027
233,49962.54,0.578509,0.052663915
234,46343.656,0.6609455,0.00023247334
235,48708.758,0.73462415,0.00078036817
236,46510.29,0.68353313,0.00023200213
237,41443.273,0.61804575,0.00037313817
238,40653.37,0.45576128,0.002600567
239,37175.754,0.57172316,0.00042235342
240,38549.207,0.35476235,0.00013367078
241,36954.523,0.2656483,0.00027955967
242,40715.137,0.23099644,0.00014665117
243,35854.992,0.46819016,0.00027582643
244,37591.312,0.31808186,0.00014381896
245,37774.098,0.3107303,0.00033986464
246,39488.94,0.19059217,0.00068467204
247,42423.3,0.2298467,0.2116304
248,50973.473,0.115323275,0.53942835
249,40033.61,0.1305923,0.6811305
250,42106.754,0.109698616,0.969229
251,49721.734,0.24204047,0.97156024
252,42581.277,0.10301814,0.85909647
253,55448.63,0.090265326,1.041907
254,51269.277,0.15709417,0.8069129
255,44917.55,0.21780159,0.88966066
256,50095.676,0.2187268,0.6439248
257,49230.02,0.22582193,0.35550594
258,57325.234,0.287574,0.07010052
259,55652.445,0.40420142,0.00050386606
260,50691.227,0.42339584,0.0001008145
261,44390.188,0.63305295,0.00018796691
262,41436.645,0.689124,0.00047062573
263,35386.64,0.4962069,0.00018197675
264,33863.97,0.22797902,0.00018592636
265,33021.383,0.11561169,0.00036778802
266,38337.656,0.116453424,0.00020633996
267,31187.244,0.3855069,0.00046106247
268,31418.693,0.19840153,0.00019646104
269,35958.242,0.22119084,0.0004256272
270,39146.652,0.12142105,0.0011326389
271,39622.203,0.14663023,0.35473156
272,43578.36,0.06843383,0.43753082
273,33728.594,0.07033076,0.5821339
274,36625.55,0.04463537,0.91764396
275,45383.7,0.16284677,1.0190599
276,44121.453,0.05480957,0.9448454
277,42820.797,0.04533323,1.0554388
278,43972.758,0.06740431,0.73000324
279,38552.36,0.085799225,0.8869341
280,42652.92,0.1153976,0.41391125
281,45551.594,0.1319963,0.5098935
282,53683.723,0.3206906,0.122911364
283,43886.12,0.3143374,0.0006199868
284,46994.0,0.30849877,0.000121753386
285,37350.61,0.33801195,0.00020628211
286,35201.094,0.6705554,0.0007407748
287,36423.137,0.4628894,0.00023231226
288,42273.895,0.33242458,8.783102e-05
289,40282.05,0.13910827,0.00011132592
290,41684.97,0.14495303,6.0000744e-05
291,36918.383,0.3779946,0.00015321361
292,40549.453,0.18004546,6.032623e-05
293,38796.832,0.1778711,0.00018939594
294,41505.785,0.11042762,0.0011949891
295,42281.945,0.1382662,0.47764772
296,49967.145,0.068014696,0.515469
297,43829.35,0.06467349,0.6045108
298,42908.855,0.03930493,1.000926
299,59859.19,0.112414464,0.90278924
300,58788.67,0.05322226,0.91711235
301,66053.12,0.049639624,1.0323143
302,69134.39,0.10969933,0.79557055
303,58105.21,0.1854401,0.70743865
304,65330.535,0.1331754,0.53925216
305,66364.914,0.2125528,0.42525902
306,69208.41,0.17574821,0.5093085
307,67868.28,0.21266326,0.00033774658
308,58998.473,0.25150797,6.760569e-05
309,48468.445,0.39091295,0.00012258482
310,46260.824,0.61739135,0.00016264855
311,42722.07,0.43844268,0.0001160121
312,34000.4,0.54325175,0.00050677784
313,33324.586,0.4840924,0.00087861175
314,34927.293,0.52654654,0.0004912114
315,31612.883,0.5615822,0.0013037885
316,33097.14,0.43745768,0.00057360256
317,34657.062,0.6213399,0.0011241556
318,43974.492,0.5189702,0.001065953
319,47681.895,0.43675333,0.10787544
320,47794.234,0.48385233,0.22723739
321,36452.71,0.42042094,0.3903378
322,39862.96,0.23778588,0.76279724
323,48155.168,0.48563087,0.73915815
324,38538.938,0.32050455,0.965869
325,36410.258,0.22765756,0.88616985
326,43996.016,0.14160825,0.5942375
327,41895.19,0.27454108,0.894791
328,40492.234,0.23263624,0.37651795
329,42301.42,0.15568228,0.51772994
330,48397.63,0.2551998,0.059748676
331,43951.125,0.14351621,0.0013763263
332,51590.688,0.2361984,0.000314254
333,41434.95,0.17508389,0.00050252985
334,41025.36,0.22228837,0.0017544152
335,44635.562,0.25646988,0.00062202994
336,41974.88,0.52291495,0.0002976577
337,42887.453,0.5096958,0.0006895953
338,41698.82,0.60655403,0.00040157777
339,39820.414,0.55127114,0.0006220056
340,38570.023,0.5283658,0.00036696208
341,39129.84,0.5731379,0.00075418595
342,47538.234,0.52613974,0.0003177014
343,56140.63,0.46945432,0.018190976
344,57160.645,0.27267194,0.17857312
345,45108.508,0.3198222,0.47665912
346,41857.902,0.1589324,0.5469788
347,43126.41,0.32103458,0.75876474
348,37521.508,0.18781514,0.6376056
349,44271.344,0.2479512,0.83316404
350,41474.785,0.19988002,0.519467
351,42795.414,0.2141048,0.54755485
352,41264.227,0.26818642,0.37894318
353,45864.945,0.22730671,0.12977365
354,48074.676,0.25619882,0.0056276787
355,53261.785,0.48881802,0.001035811
356,48408.266,0.47254044,0.0002302927
357,44135.96,0.598323,0.00037509284
358,43442.008,0.4656069,0.0013515642
359,37402.633,0.4453298,0.00044520703
360,36193.535,0.26525208,0.00015307109
361,46206.734,0.07135774,0.00020337809
362,41894.21,0.12525338,0.00011953617
363,39597.562,0.1341388,0.00025703476
364,33543.14,0.10409447,0.00010911759
365,36479.492,0.11067183,0.0002491797
366,44735.254,0.13435782,0.0010809707
367,50348.824,0.15914507,0.061839964
368,46565.363,0.04740793,0.08534591
369,45607.188,0.074015245,0.21298255
370,41724.023,0.0326968,0.26737022
371,42241.727,0.1332135,0.6663961
372,54735.85,0.10566597,0.47828522
373,46503.45,0.12881441,0.38070083
374,48082.547,0.16093948,0.27062124
375,48257.87,0.22556792,0.30004823
376,42156.535,0.14543031,0.12813275
377,56586.164,0.20180407,0.15123151
378,55069.125,0.14692125,0.0474392
379,56358.453,0.16462912,0.0004640629
380,49380.832,0.23665361,0.000108695014
381,42399.77,0.20136748,0.00019374199
382,43884.01,0.38062662,0.00032558385
383,42984.754,0.29625744,0.00021037368
384,43292.12,0.6222407,0.00019542614
385,43063.47,0.47256532,0.00051911286
386,37938.105,0.6002658,0.00014571847
387,35777.867,0.6310772,0.00031502018
388,37003.66,0.5431725,0.0002034481
389,34925.17,0.46733567,0.00042012258
390,40369.42,0.58975714,0.0014949297
391,53068.06,0.49285597,0.040037744
392,48786.547,0.45412463,0.12592348
393,50500.77,0.45100287,0.23556663
394,52299.25,0.39269483,0.26857698
395,48261.79,0.6410722,0.4883412
396,42464.26,0.60328996,0.56777084
397,44448.637,0.5418383,0.3657201
398,49976.184,0.50939816,0.2583815
399,58197.53,0.63115245,0.43439487
400,44707.613,0.4922691,0.16555321
401,53532.46,0.6487425,0.21601808
402,47638.85,0.6382363,0.0172876
403,52158.16,0.5544691,0.00047795504
404,52819.88,0.6314954,0.00013699966
405,48771.887,0.5485015,0.00023813626
406,45314.055,0.49944916,0.00055182335
407,46225.098,0.44917613,0.0002442629
408,37016.9,0.4582774,0.00024650013
409,34646.727,0.43381903,0.0009817366
410,38755.055,0.49220368,0.0003877639
411,31434.54,0.6740454,0.0006182555
412,32410.96,0.58995855,0.00039938124
413,35571.773,0.50988764,0.0006766082
414,37240.914,0.573615,0.00067221466
415,46462.79,0.4397799,0.023398383
416,48957.605,0.2606438,0.3839964
417,36620.215,0.32131755,0.44389188
418,42986.945,0.2612174,0.5288673
419,41501.664,0.5590768,0.7711858
420,38378.824,0.2789197,0.5240425
421,42346.824,0.32012305,0.7665063
422,42374.3,0.27769202,0.42745298
423,43397.35,0.3399242,0.6852549
424,43375.05,0.406466,0.30295712
425,44399.617,0.48549318,0.15879856
426,45563.207,0.6666179,0.0042191157
427,43803.973,0.694105,0.00066298933
428,43888.527,0.70896804,0.00017949493
429,39710.43,0.6967131,0.00029195886
430,35865.79,0.70202374,0.0016480573
431,35797.934,0.54647416,0.00033192497
432,59402.34,0.6908963,1.8713396e-05
433,47823.234,0.51638824,3.656584e-05
434,41067.332,0.5228905,9.665876e-06
435,44266.523,0.73696715,2.61454e-05
436,64898.684,0.5587378,1.2336086e-05
437,40560.555,0.39708918,5.022303e-05
438,40931.27,0.3133294,0.00053380796
439,43988.586,0.356589,0.49983698
440,56425.25,0.29176834,0.65363836
441,60561.805,0.2299573,0.80071187
442,58916.508,0.17728166,1.1046493
443,72188.03,0.30264693,0.9007091
444,57321.5,0.17626747,1.0327746
445,78426.94,0.1730676,1.1068541
446,77647.484,0.3199216,0.88057464
447,75418.97,0.49810722,0.80929244
448,78046.01,0.3132675,0.7960285
449,73313.016,0.5603851,0.5011383
450,71123.84,0.3697205,0.4607769
451,76929.47,0.4658215,8.437993e-05
452,69114.984,0.5057961,1.7319182e-05
453,61473.875,0.7092996,3.393606e-05
454,56502.98,0.71222776,3.1686228e-05
455,42563.727,0.58667135,2.4332556e-05
456,51163.5,0.48899502,5.3251097e-05
457,43891.305,0.24457014,7.509541e-05
458,41303.344,0.2856097,3.2669464e-05
459,39089.84,0.5989053,8.6237604e-05
460,50855.92,0.29707086,3.6094076e-05
461,40917.176,0.2581796,0.0001266483
462,41757.49,0.19853857,0.0007123754
463,43337.027,0.20215075,0.42249706
464,54972.75,0.096790336,0.5669266
465,48211.17,0.0968847,0.5998796
466,48183.938,0.0470805,1.0426542
467,64960.277,0.1318044,0.8638107
468,58990.21,0.055722743,0.8808665
469,73722.234,0.064256996,1.0709438
470,74417.69,0.14267924,0.83668846
471,67661.65,0.23252521,0.67211497
472,73620.1,0.17950751,0.62642306
473,71167.125,0.3194996,0.39873874
474,70970.23,0.21828021,0.54254466
475,73381.43,0.3170547,0.00022431888
476,62499.457,0.38905004,4.495481e-05
477,53355.766,0.57061297,8.048473e-05
478,48737.03,0.6758243,9.253056e-05
479,43688.4,0.48691574,7.563941e-05
480,42825.242,0.38275585,1.4679718e-05
481,36817.97,0.31396133,1.9698899e-05
482,39925.01,0.23249449,9.921157e-06
483,35777.633,0.49685594,2.6099488e-05
484,49370.066,0.32033232,9.56824e-06
485,37942.418,0.31311718,4.313442e-05
486,38360.08,0.118815064,0.0002289833
487,39184.62,0.15325488,0.57564414
488,50960.973,0.11036063,0.87551945
489,44565.4,0.07033288,0.9579381
490,41828.312,0.050968315,1.2190411
491,65920.055,0.12513411,1.0517098
492,58958.414,0.042586662,1.0928726
493,76664.18,0.040687263,1.2197211
494,77999.86,0.11910868,1.056567
495,64765.277,0.2293813,0.92817044
496,75000.36,0.13588867,0.8739872
497,70119.97,0.22941287,0.5007805
498,74800.44,0.1582798,0.57473356
499,75101.64,0.26950738,7.8609686e-05
500,65101.156,0.2584002,1.158567e-05
501,52914.92,0.52248186,2.1965823e-05
502,49137.45,0.65847665,3.070867e-05
503,40295.207,0.51740307,1.8092598e-05
504,44223.28,0.62337625,0.00018175373
505,36179.29,0.5513738,0.00043700315
506,37588.406,0.58868444,0.0001902053
507,33284.773,0.7530068,0.000360019
508,40845.914,0.62388337,0.00021385933
509,39554.957,0.60024804,0.0004943024
510,41459.418,0.49552962,0.00055705314
511,46467.29,0.42832127,0.17971233
512,57047.074,0.3234979,0.54975235
513,39650.65,0.3092288,0.6128267
514,45227.05,0.19825667,0.9933414
515,53195.855,0.35361347,0.86757934
516,39364.23,0.13611582,0.87048316
517,55666.17,0.13700218,1.0857255
518,51527.21,0.18566157,0.7905862
519,49248.48,0.22426432,0.80188316
520,53784.223,0.3048869,0.6377686
521,50286.527,0.34723395,0.3693283
522,53198.688,0.46722203,0.06525666
523,55085.51,0.6101127,0.00062785676
524,54770.344,0.6015109,0.00013993875
525,46597.73,0.70997286,0.00022457054
526,40663.0,0.71071595,0.0006811621
527,37890.457,0.55268544,0.00024283731
528,34498.613,0.15085787,0.0002586929
529,41932.562,0.050520115,0.0003101575
530,44301.68,0.08496299,0.00028291097
531,37247.984,0.09381135,0.00056130765
532,32123.29,0.06665093,0.00021227992
533,37260.227,0.10066601,0.00045761658
534,46285.0,0.09023693,0.00066159666
535,48625.168,0.12032078,0.05080392
536,48231.703,0.024772694,0.124484986
537,39158.273,0.045051653,0.26567116
538,36091.02,0.017644027,0.3729489
539,40032.707,0.06243648,0.79339504
540,51435.61,0.03721032,0.44238168
541,42496.57,0.04825821,0.6156083
542,44067.348,0.059299063,0.36313495
543,38993.086,0.075075045,0.36610514
544,39918.375,0.07590539,0.15805814
545,52339.043,0.07283257,0.12383424
546,58045.508,0.071290754,0.03821583
547,53775.625,0.12072033,0.0008898499
548,45474.61,0.14501666,0.00018386591
549,38773.234,0.17221248,0.0003086418
550,41812.188,0.38610464,0.0007542531
551,40206.582,0.24964796,0.00038404024
552,38375.934,0.42818326,0.00016044834
553,34293.55,0.31930292,0.00031122926
554,38014.07,0.30417505,0.00015996544
555,32186.127,0.61774945,0.000354085
556,35833.617,0.38032246,0.00016641962
557,38233.55,0.4128753,0.00041593597
558,40543.133,0.248282,0.00080982444
559,41558.387,0.26015764,0.40366778
560,50626.543,0.17137054,0.6395441
561,36803.477,0.1634459,0.7065457
562,40871.824,0.096608646,1.0979842
563,54365.273,0.22686125,1.0007406
564,43133.668,0.07622243,1.0158324
565,53283.727,0.061864406,1.1594491
566,52722.87,0.095360704,0.9027327
567,45413.92,0.14553812,0.96079785
568,53020.133,0.17523012,0.6896162
569,50095.684,0.19097506,0.56471634
570,58495.043,0.32006443,0.19673766
571,53032.816,0.37731797,0.0005617011
572,53920.684,0.3835007,0.0001150569
573,43633.41,0.52304673,0.0001937505
574,39125.8,0.6791031,0.0005444685
575,37873.64,0.48549718,0.00020435726
576,51158.06,0.5892555,7.240013e-05
577,46672.516,0.61810565,0.0003907871
578,43496.414,0.7073907,0.000115769086
579,40842.58,0.6778645,0.0001467586
580,40776.16,0.75140166,0.00010919462
581,37780.92,0.6336906,0.00023647996
582,40618.836,0.6710133,0.00020156929
583,59210.465,0.5962713,0.005596367
584,56902.17,0.39594504,0.20289607
585,54353.234,0.44008863,0.61520064
586,49201.348,0.4353712,0.37282243
587,40324.727,0.6040535,0.73701966
588,35348.99,0.46238106,0.54324657
589,47257.098,0.55626214,0.6964715
590,38867.395,0.51752865,0.39024767
591,47369.566,0.5125004,0.44595298
592,40469.75,0.5260974,0.31368697
593,47277.137,0.6775846,0.051554814
594,41982.207,0.6717759,0.00057646865
595,51988.824,0.8280407,0.00024599343
596,47202.562,0.79039276,6.423408e-05
597,45783.58,0.83172274,0.000115374205
598,41848.92,0.74367714,0.0005182006
599,34602.9,0.7280951,0.00011413549
600,37920.734,0.37622118,0.00027181135
601,38581.71,0.24663663,0.0004754503
602,39877.863,0.27526373,0.00028184912
603,35711.742,0.42717937,0.0005805005
604,36280.027,0.26153284,0.00027117843
605,37528.08,0.3039918,0.00059077673
606,41775.457,0.25381908,0.0009255081
607,45653.18,0.2632098,0.13104974
608,51648.004,0.126391,0.38501248
609,40443.77,0.16385594,0.45136622
610,42008.43,0.095940396,0.78791434
611,47920.086,0.23320928,0.84279597
612,43459.543,0.11972515,0.71210366
613,48492.73,0.105684504,0.9101687
614,49042.14,0.12111846,0.6688904
615,44897.75,0.22101045,0.7709084
616,46824.492,0.19930963,0.4605421
617,48682.336,0.19173951,0.30339652
618,56368.266,0.22194323,0.075114444
619,54515.08,0.2773125,0.00086654414
620,49831.21,0.3509206,0.00020383997
621,44645.11,0.4900663,0.00034767643
622,43242.73,0.5689321,0.000834588
623,38959.54,0.37078696,0.00037688157
624,37302.188,0.5879382,0.00042723306
625,41044.36,0.50173944,0.0008655891
626,37849.75,0.60990196,0.0003775415
627,35556.86,0.48985183,0.0007561429
628,34650.08,0.5026114,0.00043236226
629,35058.31,0.54895985,0.0008201567
630,45591.72,0.57170075,0.001260166
631,56515.94,0.4937015,0.025616162
632,47754.52,0.4840085,0.075589865
633,46734.996,0.43573105,0.27430588
634,45285.85,0.3029138,0.28157914
635,44027.504,0.55132985,0.56414735
636,40717.26,0.5184804,0.6635853
637,39184.79,0.48224157,0.40478677
638,43956.047,0.36486176,0.28430519
639,48908.145,0.47177508,0.45577812
640,39316.074,0.34499913,0.16230294
641,46165.23,0.36704043,0.21184413
642,45931.297,0.39281029,0.009941313
643,48223.688,0.31439805,0.0010410129
644,52175.66,0.38904658,0.0002816342
645,45152.824,0.27985466,0.00044887522
646,45534.926,0.23287015,0.0012641241
647,45910.336,0.30779317,0.00050956197
648,37613.48,0.51557887,0.00020395295
649,40746.914,0.30040395,0.00038157488
650,37291.945,0.4220781,0.00016510657
651,35167.258,0.48742035,0.0004088778
652,34950.773,0.30790645,0.00020960081
653,34120.965,0.37487608,0.00040351084
654,41405.504,0.44624278,0.0010998149
655,51300.074,0.3679827,0.031460576
656,47996.758,0.28319395,0.1034688
657,44524.42,0.34039015,0.15366624
658,45296.906,0.23617083,0.29789495
659,46032.414,0.5183615,0.48015204
660,42740.363,0.47493026,0.5142425
661,39298.527,0.34746948,0.37359244
662,48033.02,0.31121954,0.28943455
663,51321.113,0.5077886,0.48501354
664,42327.973,0.35980982,0.15831143
665,49820.277,0.37177563,0.18120687
666,50457.09,0.3534077,0.024133282
667,50240.867,0.20618035,0.00055276154
668,50047.844,0.39787984,0.0001302504
669,45486.46,0.35425192,0.00024172151
670,45377.87,0.33301625,0.00055278634
671,46021.566,0.25177535,0.00028095505
672,54422.383,0.55923307,7.666121e-05
673,45969.1,0.25088093,0.000104655584
674,40868.844,0.33059502,4.0491297e-05
675,40790.547,0.57132083,0.00012166459
676,52852.03,0.34143868,5.032452e-05
677,39541.33,0.29362458,0.00016897407
678,43353.43,0.26250026,0.0013057594
679,47195.477,0.237339,0.363166
680,54937.35,0.17896801,0.38987958
681,53859.96,0.16305487,0.49711224
682,51040.0,0.081925556,0.90217656
683,66323.4,0.21444134,0.6993942
684,58991.746,0.13535047,0.91244984
685,68194.81,0.13114117,0.9566204
686,72695.81,0.2062851,0.7040099
687,69676.14,0.39832193,0.5653176
688,70859.11,0.23808096,0.47564042
689,72456.27,0.43603593,0.38336116
690,68647.56,0.26238358,0.55821633
691,72549.91,0.2814982,0.00028067795
692,64586.707,0.40577784,6.319016e-05
693,55516.598,0.48599645,0.000113816925
694,52085.42,0.5695886,0.000112673304
695,51001.965,0.50515914,0.00010602423
696,41927.574,0.6339915,0.0003172788
697,36798.2,0.50595593,0.00052293716
698,36702.17,0.5626793,0.0002423504
699,33676.156,0.63439524,0.00058058434
700,39667.47,0.539261,0.00028448363
701,37369.617,0.58305424,0.00071504485
702,44762.363,0.4891644,0.0014097772
703,50062.016,0.4266586,0.24700633
704,52582.473,0.49199513,0.32002932
705,43632.54,0.38975567,0.54387265
706,45498.47,0.22365886,0.87486804
707,56559.188,0.40545273,0.745355
708,43083.695,0.26756227,1.0224038
709,47266.176,0.22602855,0.98165447
710,52583.28,0.18536015,0.69221795
711,52194.13,0.33993274,0.7778941
712,49570.508,0.2572429,0.47682452
